Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2016:Q1,Silent,21087814,22218186,5156368,876552,5738506,2569090,513637,2185007,5179026,1130373,731656,192812,205905
2016:Q1,BabyBoom,47711096,52763258,10675491,2229182,10752473,9306727,5113159,5544138,9142087,5052162,3715156,971451,365555
2016:Q1,GenX,14533741,19865315,6054040,1307503,2796666,2916763,2286325,1830958,2673061,5331575,3874490,1330124,126961
2016:Q1,Millennial,2514499,4644299,1605562,643912,301908,562250,359363,239384,931920,2129801,1161779,917878,50144
2016:Q2,Silent,21123796,22263970,5214412,856950,5821164,2563373,509666,2210699,5087707,1140174,728286,194886,217002
2016:Q2,BabyBoom,48506377,53547160,10771842,2238538,11098121,9326323,5170984,5677883,9263469,5040783,3708168,974470,358145
2016:Q2,GenX,14901134,20285238,6258795,1325988,2880977,2973840,2346560,1835792,2663286,5384103,3901915,1350880,131308
2016:Q2,Millennial,2758784,4967340,1761603,687907,315516,593349,386425,254457,968083,2208556,1196723,956610,55223
2016:Q3,Silent,21147956,22297915,5252863,865327,5913416,2556503,511131,2233702,4964972,1149959,725558,196393,228008
2016:Q3,BabyBoom,49617771,54631461,11114450,2257639,11474419,9350824,5268175,5809415,9356539,5013690,3688032,975835,349823
2016:Q3,GenX,15184565,20643771,6342046,1317922,2980449,3034018,2442992,1839807,2686538,5459207,3942785,1380986,135436
2016:Q3,Millennial,2829053,5151062,1797464,690400,330586,626207,420144,269587,1016673,2322009,1252420,1008423,61166
2016:Q4,Silent,20744315,21859953,5194064,861228,5823866,2493333,513485,2168856,4805122,1115638,711126,201334,203178
2016:Q4,BabyBoom,49687651,54687396,11288973,2258235,11615599,9355029,5215885,5776121,9177554,4999745,3659056,988572,352117
2016:Q4,GenX,15936267,21432754,6544554,1341365,3159337,3142580,2504216,1967841,2772862,5496487,3971189,1391217,134081
2016:Q4,Millennial,2894881,5326299,1892692,701680,338452,659069,434368,285713,1014325,2431418,1317452,1055313,58653
2017:Q1,Silent,20662300,21756582,5136855,851273,5952105,2431116,527168,2105100,4752966,1094282,695845,197624,200813
2017:Q1,BabyBoom,50666542,55619671,11401421,2261351,12245422,9379369,5304376,5746710,9281022,4953129,3609223,976300,367606
2017:Q1,GenX,17203539,22723603,6780718,1378275,3588344,3262377,2700932,2101324,2911633,5520063,4000529,1381908,137626
2017:Q1,Millennial,3110942,5641759,2025214,727248,362443,695894,474104,303491,1053365,2530818,1400731,1074618,55469
2017:Q2,Silent,20474860,21555569,5087539,842662,5944583,2367993,534988,2094347,4683457,1080709,681554,200285,198870
2017:Q2,BabyBoom,51366651,56306583,11587781,2257579,12597713,9397408,5338510,5873748,9253843,4939932,3567694,983160,389078
2017:Q2,GenX,18317340,23885783,7025854,1399885,3884960,3379601,2849853,2365172,2980459,5568443,4037838,1385310,145295
2017:Q2,Millennial,3263765,5921914,2145650,740618,377830,733097,506300,355173,1063246,2658149,1486889,1114003,57257
2017:Q3,Silent,20248090,21306794,5032572,834804,5951507,2304271,545085,2030950,4607604,1058703,667941,201884,188878
2017:Q3,BabyBoom,52012354,56940663,11794393,2251679,13001134,9414494,5391965,5850560,9236437,4928309,3541309,987668,399332
2017:Q3,GenX,19383579,25006475,7263335,1415646,4214372,3497135,3020765,2510909,3084312,5622896,4079159,1396144,147593
2017:Q3,Millennial,3393156,6178014,2258667,748174,395320,771417,543240,377395,1083801,2784859,1566799,1163508,54552
2017:Q4,Silent,20141187,21194701,4957066,832787,6059807,2240049,556097,1988502,4560393,1053515,653554,205855,194106
2017:Q4,BabyBoom,53085471,58026484,11986658,2260625,13663694,9432874,5462151,5892789,9327693,4941013,3518287,999996,422730
2017:Q4,GenX,20678733,26357278,7464134,1447343,4688625,3616226,3212118,2715009,3213823,5678545,4115712,1407742,155091
2017:Q4,Millennial,3550891,6463454,2356812,759980,422401,811194,585218,415666,1112183,2912563,1641241,1217160,54162
2018:Q1,Silent,19765872,20793663,4916708,823248,5883130,2174366,548262,1929751,4518199,1027791,635952,200922,190917
2018:Q1,BabyBoom,53453996,58335931,12199282,2266910,13675840,9439349,5366781,5888624,9499145,4881935,3453545,985913,442477
2018:Q1,GenX,21606197,27304060,7768361,1486034,4822602,3730161,3242011,2883836,3371056,5697863,4137926,1397317,162620
2018:Q1,Millennial,3748757,6777253,2511305,784375,426780,850446,597403,445231,1161713,3028496,1738502,1235758,54236
2018:Q2,Silent,19433496,20431003,4827946,815090,5793731,2108474,548915,1871567,4465280,997506,620646,201252,175608
2018:Q2,BabyBoom,53910846,58762047,12329052,2274040,13908113,9452665,5352648,5888835,9556694,4851201,3404729,988267,458205
2018:Q2,GenX,22563321,28308051,7977979,1522767,5078692,3848707,3354622,3060089,3465195,5744730,4179324,1396623,168783
2018:Q2,Millennial,3876986,7049645,2638059,804931,439090,891980,625664,477419,1172502,3172659,1843094,1272047,57518
2018:Q3,Silent,19227494,20200425,4730907,804747,5844034,2042441,557360,1804624,4416311,972931,605732,202300,164899
2018:Q3,BabyBoom,54772693,59599650,12447847,2276690,14507626,9474403,5396403,5863441,9633241,4826958,3364390,993655,468913
2018:Q3,GenX,23743183,29550615,8181585,1554122,5541791,3972747,3529179,3217409,3553783,5807433,4225694,1409233,172506
2018:Q3,Millennial,4005994,7338555,2766681,822784,465424,936121,665852,504810,1176884,3332561,1947592,1329381,55588
2018:Q4,Silent,18052621,18986640,4614157,802171,4933479,1972700,511496,1731660,4420977,934019,588335,204312,141372
2018:Q4,BabyBoom,52952755,57747494,12604345,2290449,12673804,9453018,4969823,5819768,9936288,4794740,3311746,1002587,480407
2018:Q4,GenX,23143045,28992654,8338266,1590046,4675426,4075998,3226004,3361569,3725345,5849609,4255662,1417154,176793
2018:Q4,Millennial,3931821,7423942,2854495,832834,398929,974630,611362,528742,1222950,3492121,2048676,1382989,60456
2019:Q1,Silent,18433144,19327129,4540261,775808,5472439,1907420,536686,1682472,4412042,893984,568700,198522,126762
2019:Q1,BabyBoom,55592996,60312137,12622830,2288210,14573250,9508464,5211853,5858095,10249434,4719140,3252569,988897,477674
2019:Q1,GenX,25630521,31482046,8654758,1639470,5860390,4219934,3605794,3583610,3918090,5851526,4268997,1406583,175946
2019:Q1,Millennial,4420127,8014223,3093774,884440,475533,1026860,695348,575793,1262475,3594097,2140340,1400487,53270
2019:Q2,Silent,18120260,18992247,4432684,759273,5444670,1841281,538314,1636718,4339307,871987,552446,198798,120743
2019:Q2,BabyBoom,56353970,61085726,12695505,2291181,15047725,9543128,5258863,5913570,10335753,4731756,3240606,996093,495057
2019:Q2,GenX,26921148,32821935,8883513,1679241,6274971,4356977,3790950,3826860,4009423,5900786,4307682,1411080,182024
2019:Q2,Millennial,4670897,8386401,3261650,914334,498058,1075540,741697,630166,1264956,3715503,2215503,1446121,53879
2019:Q3,Silent,17579380,18423876,4296396,759461,5211894,1773791,529843,1565487,4287004,844496,535494,197680,111322
2019:Q3,BabyBoom,56657832,61369208,12912300,2308970,14986581,9571814,5221825,5883552,10484166,4711377,3210675,999509,501193
2019:Q3,GenX,27712312,33669090,9024111,1712021,6392306,4492688,3890878,3995381,4161705,5956778,4348961,1422827,184990
2019:Q3,Millennial,4703538,8569142,3319537,911498,499041,1124579,771001,662767,1280719,3865605,2311207,1504119,50279
2019:Q4,Silent,18185911,19046277,4366554,774797,5609634,1793112,555965,1588820,4357395,860367,542592,203237,114538
2019:Q4,BabyBoom,58577739,63328741,13156400,2335291,16047018,9695670,5430349,5951166,10712847,4751002,3225652,1016739,508611
2019:Q4,GenX,28546685,34521003,9054733,1712812,6924416,4510781,4064947,4012370,4240944,5974318,4356538,1432102,185678
2019:Q4,Millennial,4784358,8727745,3315132,908512,541464,1141552,813433,675680,1331972,3943386,2351391,1540113,51882
2020:Q1,Silent,17259606,18127555,4466340,784465,4419733,1795651,501541,1614823,4545002,867949,545795,198750,123404
2020:Q1,BabyBoom,55770775,60526933,13479228,2355625,12730510,9702129,4910221,6039645,11309575,4756157,3220159,1002502,533496
2020:Q1,GenX,26579684,32571400,9249029,1726078,5050192,4501230,3510115,4082681,4452075,5991716,4372413,1425161,194142
2020:Q1,Millennial,4604406,8564356,3336472,907804,404402,1137777,693625,697772,1386504,3959950,2379097,1521422,59431
2020:Q2,Silent,18281994,19140446,4542433,784096,5271590,1781615,546489,1614217,4600006,858452,546777,195005,116670
2020:Q2,BabyBoom,59733164,64490305,13847000,2370722,15224238,9798104,5402732,6087801,11759707,4757141,3238499,997130,521512
2020:Q2,GenX,29069957,35105578,9517556,1741164,6443634,4548053,4026663,4131176,4697332,6035621,4424251,1421682,189688
2020:Q2,Millennial,4886224,8799362,3320540,893625,496263,1134017,790836,702183,1461898,3913138,2374029,1483508,55601
2020:Q3,Silent,18607677,19488024,4591554,792704,5667439,1760140,560220,1629995,4485971,880346,546035,193406,140905
2020:Q3,BabyBoom,61818998,66586034,14194382,2434293,16535825,9857133,5634037,6220867,11709497,4767036,3231217,998084,537735
2020:Q3,GenX,30564060,36698736,9796412,1823178,7205601,4588354,4283459,4268027,4733705,6134677,4500829,1437958,195890
2020:Q3,Millennial,5070102,9091255,3371983,933995,550243,1146962,846339,743544,1498189,4021153,2455074,1513225,52854
2020:Q4,Silent,19535072,20441334,4656060,795981,6471654,1744363,593288,1653264,4526724,906262,540365,192072,173825
2020:Q4,BabyBoom,65946950,70676008,14604273,2478585,19057983,9969241,5994759,6388178,12182989,4729058,3161889,996611,570558
2020:Q4,GenX,33264855,39471625,10148791,1884008,8694406,4666417,4694245,4445387,4938371,6206770,4555998,1442923,207849
2020:Q4,Millennial,5468857,9681515,3495478,975846,665409,1187777,944213,806308,1606484,4212657,2604122,1553248,55287
2021:Q1,Silent,19894805,20808545,4754779,788664,6809726,1726323,601278,1672045,4455730,913740,532363,184533,196844
2021:Q1,BabyBoom,68247717,72930006,15066642,2511800,20351268,10023912,6106383,6561761,12308240,4682289,3110294,978075,593920
2021:Q1,GenX,34952633,41177013,10600001,1929820,9437414,4696167,4814152,4603529,5095931,6224380,4580120,1427297,216963
2021:Q1,Millennial,6009007,10404675,3756033,1040560,741564,1232377,996200,877695,1760246,4395669,2762117,1577286,56266
2021:Q2,Silent,20322539,21237915,4887442,793013,7162213,1697079,614264,1707832,4376072,915376,527193,184171,204012
2021:Q2,BabyBoom,71049423,75752409,15704766,2609023,21817352,10091573,6339400,6832818,12357477,4702986,3113330,986563,603093
2021:Q2,GenX,37259360,43595927,11269298,2071316,10348590,4757549,5098313,4887238,5163622,6336567,4671416,1443836,221315
2021:Q2,Millennial,6567319,11167900,4041934,1152716,824636,1274195,1077208,982661,1814550,4600581,2898879,1644693,57009
2021:Q3,Silent,20283690,21199736,5003847,793817,7065726,1664998,597829,1758293,4315227,916046,524092,181857,210097
2021:Q3,BabyBoom,72388614,77185743,16386165,2683192,21996802,10129745,6323229,7176582,12490028,4797129,3185496,992877,618756
2021:Q3,GenX,38495082,44954115,11911311,2174391,10489572,4797926,5101478,5238993,5240444,6459033,4770091,1461216,227726
2021:Q3,Millennial,7035441,11768611,4290390,1233757,849026,1306261,1095747,1112297,1881133,4733170,2970916,1701470,60784
2021:Q4,Silent,20509867,21426584,5008286,798705,7282533,1647483,612436,1787788,4289353,916717,523914,182652,210151
2021:Q4,BabyBoom,74228199,79126266,16644402,2744594,22968163,10196721,6493142,7391838,12687405,4898067,3254263,1003983,639821
2021:Q4,GenX,40091209,46675934,12193692,2266575,11138031,4866032,5331672,5485345,5394587,6584725,4871504,1476665,236556
2021:Q4,Millennial,7513078,12407634,4451103,1311744,917247,1353921,1166867,1214162,1992591,4894556,3054893,1767507,72156
2022:Q1,Silent,20208292,21103985,5299364,789858,6819843,1604636,572536,1780466,4237282,895693,513612,177006,205075
2022:Q1,BabyBoom,75126464,80152557,18054235,2817327,22224203,10241757,6234002,7591814,12989219,5026092,3368806,1008430,648856
2022:Q1,GenX,41061123,47719739,13494908,2364517,10701940,4903767,5055773,5690779,5508054,6658616,4932363,1484980,241273
2022:Q1,Millennial,8152199,13050249,4898417,1392354,894407,1379974,1112900,1293938,2078259,4898049,3030087,1792206,75756
2022:Q2,Silent,18922054,19785375,5414987,783179,5585431,1560231,505071,1790565,4145911,863320,507326,177105,178889
2022:Q2,BabyBoom,72555785,77646720,19069989,2865608,18849987,10246433,5698927,7859156,13056620,5090936,3424548,1028374,638014
2022:Q2,GenX,39558567,46359176,14329000,2420870,8700331,4924956,4478314,5974028,5531677,6800610,5049928,1512351,238331
2022:Q2,Millennial,8113782,13186153,5133023,1423971,743538,1397235,986854,1400931,2100602,5072371,3125650,1865581,81140
2022:Q3,Silent,17923975,18761901,5064958,767407,5122396,1507272,471561,1744788,4083519,837926,494403,173505,170018
2022:Q3,BabyBoom,71648812,76765854,18655387,2919840,18017845,10340724,5509466,7966339,13356253,5117042,3435119,1039951,641972
2022:Q3,GenX,38643227,45571643,13929735,2487131,8211366,4986278,4281192,6090945,5584996,6928416,5149360,1538461,240595
2022:Q3,Millennial,7839831,13094783,5019760,1464165,708205,1424233,942234,1444726,2091460,5254952,3241424,1929158,84370
2022:Q4,Silent,17815081,18612447,4843984,749558,5266857,1478876,478420,1688357,4106395,797367,486227,173304,137836
2022:Q4,BabyBoom,72972224,78085378,18309089,2932508,18984281,10460990,5692043,7913661,13792806,5113154,3437849,1054737,620568
2022:Q4,GenX,39029546,46009606,13607843,2497246,8750697,5036023,4468908,6016129,5632761,6980060,5194835,1553378,231847
2022:Q4,Millennial,7819977,13271241,5025101,1498941,764076,1465884,1000484,1439583,2077173,5451265,3355704,2004330,91231
2023:Q1,Silent,17971790,18747982,4693147,742636,5495697,1462022,486754,1662935,4204791,776192,475751,168298,132143
2023:Q1,BabyBoom,74789309,79771998,18047564,2945057,20066345,10515279,5889058,7908365,14400330,4982690,3338830,1038247,605613
2023:Q1,GenX,39933637,46897420,13396658,2521173,9424726,5083850,4703483,6032097,5735434,6963784,5193094,1542989,227701
2023:Q1,Millennial,7889839,13513847,5040772,1536475,833818,1507633,1076552,1466643,2051954,5624008,3511992,2027879,84137
