Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1993:Q1,age55to69,9036785,2603006,2085043,517964,6433779,845029,142840,532856,441122,91734,100001,44057,55944,1366914,145585,118250,286903,1737704,1086577,71120,620223,615120,431355,114704,1187,67873,5103,8416562,19000404
1993:Q1,age40to54,9951805,3432242,2687588,744654,6519562,677691,133197,457585,389291,68294,45073,24687,20386,1056689,159320,282945,554533,1889444,1164561,98525,1618231,1612676,1254119,284656,1019,72882,5555,8333573,26517841
1993:Q1,ageunder40,4274014,2255200,1583134,672066,2018814,304876,49180,101464,82599,18865,8624,3107,5517,293348,106877,70286,184093,443652,383334,73079,1509594,1505859,1100874,388356,1380,15248,3735,2764419,36068771
1993:Q2,age70plus,5069376,1605130,1327716,277414,3464245,967113,103243,487741,404617,83124,80652,32599,48053,690680,46525,6118,6270,577686,460442,37776,112184,110623,71165,18109,285,21063,1561,4957192,14888536
1993:Q2,age55to69,9109160,2638834,2111177,527657,6470325,844990,141103,523220,421790,101430,102806,47692,55114,1374796,141810,121911,292812,1763793,1092044,71041,628168,623239,439407,112906,1045,69880,4929,8480991,18941307
1993:Q2,age40to54,10133733,3502371,2745510,756860,6631363,684086,130063,454419,378778,75641,49601,28854,20747,1093572,165726,290601,565024,1913566,1184441,100262,1660654,1654949,1286976,294148,1024,72802,5704,8473080,26760092
1993:Q2,ageunder40,4303729,2277008,1602687,674321,2026721,302421,44895,102298,83199,19099,8790,3380,5410,291509,110756,72026,192869,452070,375419,73668,1523899,1520079,1110280,393498,1251,15050,3820,2779830,36065098
1993:Q3,age70plus,5136536,1599956,1317640,282316,3536580,960643,104184,491025,400203,90821,76988,30493,46495,737981,49382,6455,7441,590023,473836,38622,112135,110507,68731,17668,331,23777,1628,5024401,14954504
1993:Q3,age55to69,9246781,2681522,2143002,538519,6565260,848881,141683,524375,412813,111562,101204,46929,54276,1421818,138146,126695,300412,1790850,1099932,71263,643048,638294,447231,113745,1171,76148,4754,8603734,18882523
1993:Q3,age40to54,10371208,3579145,2808304,770841,6792063,694481,128852,455360,371940,83419,50372,29250,21122,1161844,172378,300355,578511,1939313,1208280,102316,1705912,1700057,1317537,306916,1303,74301,5856,8665296,27008976
1993:Q3,ageunder40,4346877,2301556,1627353,674203,2045321,301589,41345,102502,83500,19002,8286,2987,5299,296537,114638,74429,202202,460904,368431,74457,1549146,1545242,1124518,404339,1449,14936,3904,2797731,36058397
1993:Q4,age70plus,5265672,1637250,1346805,290445,3628423,949440,107445,512591,402463,110127,75496,30576,44919,787954,52259,6660,7830,601625,488276,38846,118372,116678,71553,19392,335,25398,1694,5147300,15018628
1993:Q4,age55to69,9387970,2706037,2159987,546051,6681933,848118,147158,548873,417172,131701,101289,47832,53457,1472240,134492,128735,304307,1816124,1109645,70953,656755,652178,452229,117609,1138,81202,4577,8731215,18825575
1993:Q4,age40to54,10611796,3648055,2865467,782588,6963741,700395,131612,470008,370070,99939,52536,31031,21505,1234406,179132,305673,587033,1963849,1235191,103906,1754914,1748905,1347142,324940,1436,75387,6009,8856882,27262755
1993:Q4,ageunder40,4377280,2321993,1638998,682995,2055287,298699,39067,97891,83610,14281,8061,2871,5189,302100,118488,75239,209828,468990,362056,74869,1572723,1568736,1128254,424228,1456,14798,3988,2804557,36049119
1994:Q1,age70plus,5364766,1720523,1421981,298542,3644243,933849,111528,541965,426746,115219,74746,31354,43392,755716,53985,6834,7333,613039,505793,39454,112556,110793,69373,16483,456,24481,1762,5252210,15081001
1994:Q1,age55to69,9388875,2692529,2147923,544606,6696346,843162,154370,605258,465538,139720,102037,49306,52731,1389941,129780,130167,303980,1841089,1125579,70984,658202,653800,455362,113399,1507,83532,4402,8730673,18771986
1994:Q1,age40to54,10717554,3684983,2900077,784906,7032571,702009,135754,489889,383793,106096,55167,33291,21875,1199935,184652,310034,589501,1988259,1271542,105829,1787284,1781119,1372115,331373,2153,75478,6165,8930270,27519695
1994:Q1,ageunder40,4366475,2321145,1623162,697984,2045330,293916,37132,97585,83038,14547,7937,2842,5095,284754,121985,75690,215438,476860,358533,75501,1575924,1571854,1132618,422621,2007,14608,4070,2790551,36037717
1994:Q2,age70plus,5419751,1755233,1449349,305884,3664518,912672,111942,566346,443768,122579,71743,29967,41776,743687,55855,6927,8439,624201,522933,39772,118675,116844,75122,17383,590,23750,1831,5301076,15141715
1994:Q2,age55to69,9437432,2714217,2162664,551553,6723216,832817,153837,650048,500262,149786,100731,48776,51955,1342194,125248,130005,311418,1865770,1140363,70785,668483,664256,460843,115422,1900,86092,4227,8768949,18723279
1994:Q2,age40to54,10867643,3750500,2954156,796344,7117143,697846,133688,505981,391908,114074,55978,33710,22268,1191468,190386,311653,603788,2012264,1306554,107537,1836957,1830634,1404334,347584,3070,75646,6323,9030686,27778058
1994:Q2,ageunder40,4373902,2337165,1631397,705767,2036737,286706,33390,96242,82479,13763,7566,2579,4987,273383,125487,75199,224262,484460,354083,75958,1593732,1589580,1134323,438192,2643,14422,4153,2780170,36024644
1994:Q3,age70plus,5469742,1747129,1435251,311878,3722614,904891,115356,573685,450515,123170,69530,29408,40122,766581,60947,7124,10478,636136,537185,40700,122767,120868,79240,18860,618,22149,1899,5346976,15200863
1994:Q3,age55to69,9564686,2755913,2192255,563658,6808774,837436,159647,668387,513903,154484,100100,48912,51188,1351416,123680,131975,323439,1892726,1148846,71123,679302,675251,466852,118720,1909,87770,4052,8885384,18680977
1994:Q3,age40to54,11092329,3828148,3014675,813473,7264182,708473,136650,510038,392826,117212,57346,34680,22666,1229665,199846,316941,625316,2038056,1332099,109752,1887792,1881312,1436672,365687,3489,75463,6481,9204537,28036109
1994:Q3,ageunder40,4409918,2359409,1651918,707491,2050509,285726,31053,98263,82414,15849,7297,2420,4877,271893,129838,75936,235016,492767,345955,76767,1616194,1611960,1138285,456686,2769,14221,4234,2793724,36010350
1994:Q4,age70plus,5540092,1759916,1442728,317188,3780176,895231,120813,613259,475495,137764,67141,28882,38259,763406,62457,7166,8813,647043,553573,41273,135586,133619,85556,22439,752,24873,1967,5404506,15258540
1994:Q4,age55to69,9663557,2776924,2206244,570680,6886633,840740,169829,737612,566870,170743,99263,49018,50245,1320621,118915,130950,317761,1917958,1161794,71190,697777,693900,472286,125305,2258,94050,3877,8965780,18646604
1994:Q4,age40to54,11252579,3885464,3060670,824794,7367115,717399,143001,536246,405449,130797,58683,35572,23111,1232878,205254,316868,619665,2061417,1364018,111687,1946679,1940041,1469162,389195,4674,77010,6639,9305900,28292110
1994:Q4,ageunder40,4407637,2368222,1656721,711501,2039415,284006,29504,92587,81072,11514,7003,2273,4730,263466,133180,74899,237638,500083,339684,77364,1645027,1640712,1138936,484229,3444,14103,4315,2762610,35995289
1995:Q1,age70plus,5654549,1785557,1460721,324836,3868991,892360,126159,603532,463727,139805,66556,29972,36584,823487,66006,7407,12060,659858,568680,42887,131403,129352,86237,20076,816,22223,2051,5523146,15314837
1995:Q1,age55to69,9809525,2791189,2212679,578510,7018336,852068,179923,718373,541281,177093,100316,50757,49559,1389087,116036,133891,335943,1948419,1172125,72155,697072,693358,474424,121848,2355,94730,3714,9112453,18621682
1995:Q1,age40to54,11514358,3935797,3098369,837428,7578561,734234,149156,529374,394098,135275,61435,37933,23502,1321976,213030,323726,650973,2088898,1391285,114475,1980220,1973406,1493828,397677,5522,76380,6814,9534138,28544327
1995:Q1,ageunder40,4443894,2373094,1653169,719925,2070799,285504,27779,95138,82291,12847,6922,2297,4626,272037,137051,76148,250974,509174,331511,78561,1644440,1640042,1137438,484945,3778,13882,4398,2799454,35979913
1995:Q2,age70plus,5711531,1743912,1417282,326631,3967619,893387,133056,587904,457364,130540,64978,30111,34867,889145,70434,7829,15094,678652,582667,44471,129398,127263,83796,20972,944,21551,2135,5582133,15369848
1995:Q2,age55to69,10014893,2844191,2253915,590275,7170702,868427,193606,702950,528210,174739,100411,51530,48881,1465528,113984,140394,353200,1978751,1180326,73126,710672,707120,481766,125153,2649,97552,3552,9304221,18607735
1995:Q2,age40to54,11819436,4015048,3161836,853212,7804388,755925,157969,517651,386173,131478,63254,39360,23895,1418939,221850,336907,680938,2119518,1414199,117237,2030339,2023350,1524446,415325,7057,76522,6988,9789097,28791022
1995:Q2,ageunder40,4505427,2395180,1680979,714200,2110247,288912,26541,102585,82979,19606,6745,2227,4518,281693,141134,79433,263793,518080,321598,79733,1672655,1668175,1148294,501676,4507,13698,4480,2832771,35964673
1995:Q3,age70plus,5782582,1693499,1364444,329055,4089083,881685,137055,597986,458718,139268,63393,30267,33126,969186,72847,8127,19442,696754,598846,43762,138811,136592,87810,22889,1048,24845,2219,5643771,15423666
1995:Q3,age55to69,10204192,2842532,2243773,598759,7361659,872081,201100,718813,531762,187051,100559,52326,48234,1563228,110228,144548,376781,2008650,1193417,72255,729786,726394,489577,129411,2845,104561,3391,9474406,18606286
1995:Q3,age40to54,12070569,4015902,3150993,864910,8054667,763493,161753,524266,383152,141114,65040,40758,24282,1535530,228342,345739,720814,2148065,1443528,118098,2087618,2080455,1558282,435290,8641,78242,7163,9982951,29030460
1995:Q3,ageunder40,4503865,2366192,1653928,712265,2137673,286624,24058,100952,83202,17750,6574,2163,4411,294580,144656,81295,279399,526299,313650,79586,1699420,1694857,1154102,522009,5160,13586,4563,2804445,35950021
1995:Q4,age70plus,5941283,1727899,1398513,329386,4213384,886875,139586,619655,454357,165298,69144,36022,33122,1037677,72873,8249,19799,719886,595159,44480,137650,135413,82987,27265,1335,23826,2237,5803633,15476364
1995:Q4,age55to69,10481746,2871066,2261700,609365,7610681,879487,214089,739110,528542,210567,106031,58677,47354,1697241,111721,150071,394460,2037222,1208105,73144,752794,749374,501198,143931,3939,100306,3419,9728953,18618309
1995:Q4,age40to54,12328790,4055788,3176774,879014,8273002,766230,168836,542897,380440,162457,70916,47429,23487,1640279,232315,346930,757328,2169655,1458255,119362,2122824,2115589,1571945,451119,11841,80683,7235,10205966,29261528
1995:Q4,ageunder40,4586869,2367679,1656191,711489,2219189,290805,27231,87907,82503,5404,7532,3262,4270,325985,148612,82795,293891,533338,341092,80001,1735469,1730846,1163795,545844,7312,13895,4624,2851399,35936200
1996:Q1,age70plus,6064015,1782035,1450007,332028,4281980,902354,146378,614336,447046,167289,71914,38849,33065,1071710,71552,8386,19891,741973,589018,44469,139546,137286,78758,24910,1034,32583,2261,5924469,15527932
1996:Q1,age55to69,10698034,2901954,2280868,621086,7796080,898381,238389,735240,519717,215523,108269,61827,46442,1779921,112130,155931,411346,2064560,1218425,73487,779021,775568,519282,147340,2825,106121,3453,9919013,18642586
1996:Q1,age40to54,12529011,4101431,3207083,894347,8427580,780739,184298,541792,375697,166095,73809,51134,22675,1698903,234699,348559,792281,2188045,1464459,119996,2147581,2140267,1595158,449753,8266,87090,7314,10381430,29485608
1996:Q1,ageunder40,4679444,2374111,1659150,714961,2305334,299550,32455,87170,81907,5263,8306,4189,4118,348438,152212,84441,307963,539325,365472,80002,1749454,1744768,1185108,540203,5084,14372,4686,2929991,35922604
1996:Q2,age70plus,6126667,1789855,1460483,329372,4336812,900651,142099,635639,458469,177170,70066,37105,32961,1102143,71224,8497,18228,763948,579819,44498,146429,144145,82555,26978,1319,33292,2284,5980238,15578341
1996:Q2,age55to69,10910409,2949092,2315951,633141,7961317,899361,236228,776408,549745,226663,106497,60997,45501,1857501,113477,161365,420819,2092655,1223096,73908,803329,799840,535125,157165,3879,103670,3489,10107081,18677351
1996:Q2,age40to54,12681243,4153382,3244897,908485,8527861,775598,179210,558611,383012,175600,72348,50499,21849,1752943,238249,349278,815250,2205552,1460179,120643,2186964,2179574,1618687,459405,11234,90249,7390,10494278,29704708
1996:Q2,ageunder40,4748207,2383079,1675246,707833,2365128,300427,32997,81578,80497,1081,8573,4618,3955,369607,156078,85795,318702,545122,386221,80026,1774890,1770143,1195294,553031,7114,14704,4747,2973317,35908417
1996:Q3,age70plus,6156244,1813741,1484496,329246,4342503,905369,143230,629326,466359,162967,68819,35979,32840,1093882,72787,8580,17376,785802,572121,45212,153783,151477,87315,28929,1427,33806,2307,6002461,15627561
1996:Q3,age55to69,11067793,2993679,2347224,646456,8074114,907575,247944,792335,573246,219089,105336,60781,44555,1875918,116529,166318,434464,2121350,1231418,74927,827397,823871,551723,166786,4329,101033,3526,10240396,18720836
1996:Q3,age40to54,12790356,4204549,3280229,924320,8585807,777905,184530,555021,387942,167078,71501,50496,21005,1754253,244053,349025,844617,2222325,1460725,121852,2225883,2218416,1643871,468846,12356,93343,7466,10564473,29920833
1996:Q3,ageunder40,4827716,2392122,1686925,705197,2435594,304122,36019,88323,79163,9160,8944,5156,3788,380114,160446,86832,331278,550719,408362,80436,1799020,1794211,1205929,565287,7968,15028,4809,3028696,35892825
1996:Q4,age70plus,6324290,1889614,1558811,330803,4434676,904671,145581,632173,474725,157448,80980,48249,32730,1135975,74694,8100,26729,805031,575078,45664,160479,158150,87790,31792,1195,37372,2329,6163811,15675561
1996:Q4,age55to69,11342209,3009964,2355868,654096,8332246,910326,263599,816588,598443,218145,114411,70780,43631,1971862,119934,160243,492621,2144886,1262012,75763,854452,850888,567442,178508,3429,101509,3565,10487757,18771277
1996:Q4,age40to54,13040366,4231361,3298224,933137,8809004,774173,192600,558039,393111,164927,83196,63060,20136,1824989,250310,329063,944158,2232702,1496935,122841,2261406,2253864,1665270,481319,9574,97700,7542,10778960,30135992
1996:Q4,ageunder40,4922874,2386767,1676810,709958,2536107,305321,39784,90404,77729,12674,11469,7848,3622,403621,164890,81633,362799,553839,441654,80692,1826320,1821450,1217630,582259,6161,15400,4870,3096554,35875012
1997:Q1,age70plus,6339628,1937141,1604838,332303,4402488,906706,149360,578566,458945,119620,76682,44027,32654,1132680,75343,8249,22637,826662,579240,46362,163425,161114,90805,28522,1535,40252,2311,6176203,15722313
1997:Q1,age55to69,11438894,3039616,2373703,665913,8399278,916219,284211,761735,572069,189666,111341,68596,42745,1997478,122297,166511,492907,2174377,1295376,76826,869515,865936,581197,178660,4802,101276,3580,10569379,18826905
1997:Q1,age40to54,13126708,4266738,3319785,946953,8859970,773759,204157,520176,382982,137194,79767,60529,19238,1833460,255135,331158,952383,2248549,1537384,124043,2284275,2276700,1685118,476468,13303,101810,7575,10842433,30352190
1997:Q1,ageunder40,5010242,2386009,1674078,711931,2624233,307661,44512,108307,77738,30568,11571,8110,3461,414430,168982,83383,369489,559051,475768,81079,1823363,1818439,1223352,570525,8806,15756,4924,3186879,35854161
1997:Q2,age70plus,6567550,1946054,1618042,328012,4621496,910579,145438,579625,454498,125128,82180,49499,32681,1312612,77668,8818,32264,851041,574189,47082,172001,169709,93732,29466,1675,44835,2292,6395549,15767786
